comment_id|post_id|comment_creator
79522|5235|214
37524|2891|424
85054|5345|921
71449|8212|458
40440|6474|921
49501|7700|242
20469|7109|987
93830|4260|950
19640|7278|424
52194|6924|377
23873|7321|992
61202|7355|706
38573|9750|242
68771|9313|705
46838|1065|962
61921|1278|217
6743|6512|645
24925|3134|983
43566|6687|169
25338|3666|786
79939|3134|935
96416|2014|242
97947|5727|424
70927|8331|169
8699|7390|113
93973|6546|992
25068|2672|610
48993|7893|987
16911|4230|983
36023|7419|113
78008|4322|992
30899|5077|120
21364|6243|217
26654|1306|983
27487|9750|974
91238|9829|377
96734|5186|962
72323|6076|786
58315|1466|120
3979|8233|950
38467|5105|424
45128|8156|619
14563|8305|458
60898|5028|217
87667|7809|120
19495|5053|706
19558|9397|217
69884|6038|983
44118|8331|705
14872|6151|113
6484|7809|786
23246|3321|565
61574|4975|565
44766|1861|120
18397|7931|454
63224|1838|113
5562|1666|120
75449|2773|974
64613|2516|983
33270|3411|645
40795|2222|565
89550|7077|799
585|7084|935
75104|2193|217
21568|2587|610
60853|7202|799
15914|5850|619
14592|9595|138
25220|2058|214
99480|6463|799
2192|8970|588
5515|2799|799
57271|1066|987
34803|1662|987
69396|9285|935
27674|4424|588
42588|2014|217
22893|8262|610
74996|8127|962
67895|9166|786
50343|7254|962
43225|7265|588
35563|6018|786
34528|9543|454
90333|7893|377
90710|2849|169
66827|4543|992
14072|1066|424
88069|8644|588
55964|9606|799
6307|3578|705
48532|1417|992
83095|4415|962
41975|5114|962
32308|9129|987
73668|5664|992
33264|6604|921
96745|6784|799
65979|8072|619
88150|4901|992
41098|4283|786
22659|4343|645
89104|3966|799
25940|8613|950
50861|8031|377
43819|3279|799
87439|3396|967
84718|2239|454
13848|9214|983
70367|1704|987
27580|1144|217
99446|4230|214
59274|2888|921
85197|1022|921
37439|5955|799
84814|3264|967
94681|5235|424
58218|4961|881
87498|2691|120
71590|7700|967
47812|3482|214
59848|1072|217
8678|9105|454
81449|9402|786
6081|2081|458
96884|3127|786
1478|2047|706
88791|2037|242
15303|2416|138
35535|6360|619
82347|7419|786
53957|2888|799
9193|1699|950
24275|5203|705
25501|3018|705
35893|4385|619
40966|9606|120
4257|1704|113
3750|3013|169
73833|8336|983
34726|2093|786
18732|4829|921
47124|6750|217
11643|9806|881
38425|4328|565
48654|5017|565
77939|7989|169
35930|7934|967
99058|2287|881
58169|4740|935
48373|3061|424
68198|5715|214
77494|7267|454
9290|6948|120
18684|6785|967
36109|2417|214
58451|3762|120
86187|4893|424
33460|9543|454
88223|3971|217
12361|5345|645
42843|4444|217
44689|4382|881
52979|4341|786
95015|9118|619
31124|6687|610
13927|2741|645
73699|8458|881
56927|1534|565
45150|9206|705
80863|8745|992
15790|7806|950
1315|6512|169
73662|8995|120
68390|2058|214
93851|7561|705
44998|9085|169
79098|6460|706
35327|2691|619
52607|2881|983
94401|8950|921
58894|1340|786
69147|2644|799
37023|5278|619
9741|6644|169
87273|1334|565
54737|5613|454
71191|4100|786
7677|8698|786
6947|6043|962
46567|8745|214
26534|8897|565
87691|4450|242
75727|9166|983
91325|4687|786
74234|3966|242
28971|4165|610
24514|3341|619
55544|6038|987
61491|5702|962
32410|7934|992
57944|6824|454
45635|1417|950
45714|3490|120
61391|7077|983
16243|2391|120
7460|6494|138
55327|9505|950
10871|5948|242
71362|7798|565
3772|1133|120
58847|7561|799
97922|8262|217
16217|8031|214
20472|2848|786
23313|2276|967
54125|4328|610
9452|5203|120
19323|7084|120
15037|1340|214
42161|8992|705
27229|3261|619
81284|8212|565
81053|6466|217
66565|1029|217
67320|7806|424
78751|8631|610
79147|9604|242
92807|4961|120
86767|3061|786
60968|2391|962
45060|2903|588
50697|7941|217
31750|6916|974
22668|4382|619
88988|6618|454
92091|5264|169
71238|1838|967
88398|4341|786
75165|3411|706
36133|6357|645
27894|6357|169
98921|7419|786
88464|8102|120
54898|7879|962
13321|8527|113
84829|3699|983
47965|9355|565
63457|6434|242
97206|7916|705
34444|6378|120
18370|1861|786
52030|6059|588
11449|4341|120
11811|7674|120
62831|7094|619
47239|6754|881
74539|4048|169
40336|3363|242
30613|3509|786
46392|9166|935
30141|3542|799
5305|3537|377
90901|6144|242
71690|9543|983
97642|6539|377
69233|7601|967
43773|7803|454
83109|8102|120
38074|9186|799
83466|5567|935
64618|6924|962
68923|4424|214
84177|5924|565
55867|6045|881
72912|2060|217
12469|1144|565
55242|5077|967
62703|7674|921
99777|5083|962
8595|1861|120
72213|2060|242
65489|6883|983
49666|5772|645
29885|4629|706
27149|5235|983
42957|3666|619
46264|7313|786
33319|7508|458
32377|1144|983
25650|2843|935
55635|6866|242
15133|6271|705
90184|4373|214
19846|6499|645
7350|7741|113
36651|7307|565
94634|6906|242
33975|4673|935
89704|2644|113
23241|2626|786
77876|1814|242
90098|9806|458
20985|9179|214
87189|1814|610
84240|6827|217
72313|9124|217
31002|7082|987
96659|1687|645
45116|6488|619
57618|4687|377
31730|6403|619
56293|8950|799
6325|9077|113
34064|7708|217
56249|6687|610
52915|6018|799
82917|8812|799
79576|4152|214
49045|3134|705
31015|4212|217
86098|4740|799
66743|1022|962
96421|9397|217
67460|7941|217
71791|7809|962
69154|2626|786
17600|9186|921
68400|2500|705
92234|4341|565
33255|6948|610
49950|8828|610
4779|8816|424
1200|5543|619
30685|6054|113
2476|6459|138
94982|2406|138
36934|3013|217
29686|9313|565
21921|7843|120
54176|2421|217
28478|8745|120
89475|5438|242
15437|3160|786
78277|8860|987
95157|4260|120
28833|2849|645
23314|9876|706
77136|6144|565
26049|7143|983
3362|1203|786
15894|1362|610
71144|9166|950
42445|7261|138
95519|9950|987
77530|3329|786
54887|1273|458
77703|1273|565
90574|5589|217
17673|1224|458
77922|7190|113
25259|1838|458
46014|6581|962
19024|9357|705
93783|5698|377
27330|4322|706
43492|5613|962
62604|3321|950
96248|5219|619
23816|6651|935
30491|2147|113
54750|1940|706
25116|8527|113
43140|7847|983
7823|4373|454
63254|4975|565
31098|6503|565
92702|5543|987
14302|8262|983
37118|3571|950
14653|2060|962
68403|3308|881
92520|6463|799
60012|1109|921
95936|4773|987
83542|9624|983
14640|6644|242
31694|3699|992
44997|5077|214
28388|6866|935
45218|3509|588
72425|8233|992
54497|4260|967
93569|8213|881
2490|2672|113
17932|8336|706
83160|6581|120
70440|6357|610
39017|7516|169
66405|7480|705
8447|6038|169
42244|2047|706
68561|6243|619
54890|4773|565
61508|7095|962
51669|1858|935
55470|9950|454
89965|2313|610
93810|8483|881
24945|1334|458
43599|4687|881
63487|5345|138
40916|1940|705
93747|3670|214
21003|7893|799
62456|3177|967
65055|1662|588
87915|1149|120
12761|4322|987
19559|6434|113
45439|8995|786
59972|3411|645
59935|6059|881
50120|2741|706
72801|6866|169
54820|7674|138
87757|9876|565
55772|6362|214
2362|2313|565
15840|3003|217
12316|8877|565
73884|6314|881
92492|9876|217
36702|4148|242
59404|7866|950
47459|1874|169
75887|2744|645
51454|4924|214
37183|7879|138
77178|6546|706
25267|9834|169
23048|8169|138
58361|5586|799
47770|3396|610
80437|4901|950
27896|2672|881
28135|2287|881
78590|2153|610
40125|4230|705
17303|5278|705
65922|7538|120
87970|4341|881
70683|4322|983
18453|6792|214
26828|2799|217
37709|4230|983
56048|6983|950
98963|7029|120
74078|6243|950
97189|6243|786
31593|2060|967
5787|1466|138
59537|8874|619
18894|7964|786
56032|6059|619
67628|6271|881
4180|5475|214
97822|3177|588
79884|9980|138
57157|5619|983
66342|2773|962
77690|4415|113
35335|6948|120
23606|9595|217
63538|8169|705
36567|7261|424
68590|3269|217
13094|4550|974
71022|9092|799
59147|3482|786
42475|3561|214
61578|8312|987
54130|2971|705
65463|7508|217
14029|5008|610
49010|4573|987
33466|9829|120
46798|8100|881
63617|5613|169
32196|4100|935
73672|9793|619
59602|3812|619
38085|9750|967
3548|6506|424
16577|5918|967
88939|6038|454
46757|3013|950
92555|9105|120
80524|7307|786
12582|6924|120
11187|6499|120
31392|7940|799
6977|6486|987
9525|9593|454
49455|3910|967
38394|2602|242
96294|5203|610
4314|3234|242
83383|2843|454
70297|9793|799
79587|2322|799
48480|2002|950
54457|7333|987
87335|5483|120
36790|6459|974
98536|4550|935
8040|2014|987
33452|8970|588
48996|2287|214
43645|6878|619
23233|7186|214
95065|6883|120
49522|6750|217
61209|3012|242
22351|9357|377
20888|8801|113
27928|7702|881
84732|7265|706
48472|9679|424
54082|3392|967
37101|1057|138
52273|9834|113
81339|9881|974
60894|3787|169
82246|8828|458
27486|7084|610
78766|3160|786
63499|2216|458
11971|3261|962
89406|4328|120
26507|3670|974
80444|9505|113
5481|1925|565
65376|6360|610
71974|7662|454
98460|4155|169
77226|9085|987
40725|6906|935
76049|9604|619
65455|5685|424
16314|9186|921
18447|7866|113
26272|4281|217
88246|8877|950
60220|5589|454
83032|6581|169
47179|9881|619
83375|7989|799
95093|7011|113
30699|4826|881
44292|2153|214
87033|2866|214
10903|7893|705
23502|4340|120
42719|9179|799
76735|1757|214
12472|4343|454
20199|9982|799
15292|7355|645
44991|6983|645
13635|3134|217
99668|1133|120
59936|1661|565
62666|2201|214
29737|8312|214
6472|6396|786
17944|4670|138
37143|1761|214
51435|1133|588
20778|4550|987
33414|5133|987
57434|7186|619
91358|3490|799
48784|7463|967
13285|7561|705
91244|7879|138
20570|5630|458
23598|5685|377
26066|4165|169
92814|6539|786
81646|8515|120
64220|8336|645
40059|7029|935
70451|4895|786
90633|9077|424
83426|9357|242
30495|9982|987
15864|2741|217
66731|1072|799
21445|5438|610
27444|7934|113
90664|2002|799
55075|5209|169
25527|5560|217
40512|9881|962
48290|4032|588
77786|2093|881
92650|7190|962
83733|1819|242
24343|5619|217
50787|7794|214
41451|2849|169
20879|7029|242
69758|9624|113
10270|1761|377
57561|1699|950
59699|2276|242
76701|3521|610
84786|4826|962
15794|1678|242
37279|2002|565
40083|2620|565
29416|1065|565
9172|7934|706
42358|7011|424
58714|4789|974
57570|5397|962
60956|5702|705
23216|4061|242
32326|4424|214
79785|2002|786
70271|2602|610
48540|3490|565
69020|8262|120
94304|3321|565
80491|1466|967
46761|3329|565
58531|7202|881
22704|5702|799
14732|6015|113
82308|2500|169
77221|8826|138
64273|1794|992
63343|1065|120
68542|8633|786
64788|7931|881
33994|3537|565
91389|2190|619
14093|9516|377
52177|9457|950
34486|2125|786
36059|5232|950
24684|2093|987
87027|2903|706
79922|4422|120
44710|4322|987
3057|3666|705
10972|5186|706
50873|7879|242
65608|7741|705
85879|4035|706
55314|8169|120
31271|7893|967
82809|1370|610
66398|1940|706
1628|2002|113
40448|9185|962
20159|4670|706
94384|4829|120
84345|7700|921
70224|5475|881
25538|1780|619
80161|9876|454
62970|1918|424
53721|9360|565
54349|5589|610
93797|7095|799
13530|5685|242
22489|6499|799
99366|1364|962
23927|2773|950
25450|8496|113
9696|3134|169
52745|2744|881
22725|5017|588
18813|9186|987
31974|8262|120
11379|2724|454
45296|5586|705
63027|7083|705
9427|8466|169
49270|2222|987
53240|9468|645
53432|9397|169
7400|1699|377
24372|2173|967
55346|4496|588
90077|4491|645
35373|1072|935
97400|8127|950
65214|9077|242
38836|7036|705
79518|9604|169
39000|2455|424
20206|8506|120
67930|2081|588
23276|1203|705
13354|4450|214
47727|7674|242
14843|7186|588
88585|3079|705
85720|6494|786
65238|4126|610
4238|7741|242
47797|5115|217
15727|1466|610
38004|8881|458
74710|7806|786
46789|4923|992
16269|8046|424
74315|1128|113
95550|7794|786
8861|7561|565
89032|5850|169
94168|5337|705
77072|7313|983
35333|4152|921
20076|7333|935
39933|7782|705
56801|7741|377
92486|7278|217
5382|1291|645
60934|1396|217
20017|8950|169
97238|3234|242
87762|4981|799
37278|6785|962
58678|6089|377
91400|6396|619
73486|8745|377
18780|5028|921
14867|5368|881
71819|9402|619
55875|3666|214
93624|2843|169
33865|3578|983
46106|5397|992
4784|9392|169
20536|1534|881
18375|8897|113
36155|8000|983
50023|3971|799
46194|3279|217
2069|2803|962
20046|6474|921
77263|9604|974
90939|4063|610
88352|7794|950
47140|9174|377
65375|9392|138
8106|3711|619
36048|2190|588
71993|6499|983
16427|6643|610
13502|4543|962
98311|3910|120
72311|4450|619
94234|7133|138
93593|9593|610
63184|9327|983
27256|4328|645
26893|5685|786
6971|8644|619
97245|2276|881
74838|6792|588
59816|4212|881
36654|6636|120
99163|9543|935
28775|6910|983
67380|3699|120
34351|5200|138
88197|7327|565
5293|3127|645
28832|6636|454
85237|1838|992
94554|5368|705
34045|9313|169
18001|7508|974
59128|4340|619
35382|4343|645
93086|1518|138
78468|9206|242
58989|4895|962
63301|4573|120
14255|5115|921
9163|8297|214
44688|5602|217
90714|3003|987
79403|4416|983
99090|6314|705
84746|1940|242
48213|2617|935
31554|5850|619
93855|6434|786
32462|6357|120
64977|4320|610
9666|1805|786
99380|2093|935
89916|6503|706
83184|3160|921
39347|8644|983
40496|5337|967
71050|8633|217
89258|7725|619
46072|6243|987
11050|8363|992
44068|1556|588
67800|3787|992
57716|3127|645
53973|1814|935
91852|3670|214
49229|7507|217
70662|2602|987
84272|3812|458
30345|7261|705
64747|3018|113
8815|6916|113
75615|2416|565
57683|9374|705
11657|7355|935
69895|4829|610
93859|4826|987
56138|7847|217
96954|9595|120
89640|8297|645
98633|1773|962
79137|8764|610
11491|7674|113
3141|8169|950
61625|4020|967
55872|8496|786
49732|1862|169
38606|3571|565
11752|8304|705
38596|6785|705
30186|2843|458
53944|1203|242
77668|3177|921
83428|6362|454
99845|6752|786
92828|7116|565
61901|2691|921
81293|1272|786
97683|9876|992
60631|6916|881
11416|4720|242
32174|8271|217
87776|8897|610
70871|2612|214
15591|7702|799
15183|9105|705
63508|3308|950
50438|9806|242
72473|1272|645
33104|9679|588
47274|1128|217
39739|4424|565
29654|8363|935
99525|1518|214
15116|9185|974
29299|6466|987
91807|2500|881
66598|2014|706
39071|5664|935
95528|1838|458
67154|1805|169
6893|6785|799
15767|7080|881
77203|4783|706
41751|8497|921
1239|9614|645
91216|8496|705
71480|4328|881
24647|7307|967
28453|6378|786
45278|8527|706
14295|4063|610
13508|1668|987
79411|9397|881
8680|7803|974
33271|8992|705
24487|3341|619
20319|6144|610
43967|4020|113
95772|2881|786
41051|2276|565
78698|1116|921
91206|2190|217
70618|7390|610
63575|9505|113
33042|5483|113
15627|1773|217
85353|8212|113
26523|8127|138
75876|9595|705
49085|7463|565
68530|8631|242
50761|5619|424
55029|2803|214
42956|8527|138
49550|7708|962
90891|4416|881
76903|9166|619
6882|7313|967
31633|1499|786
21788|3542|992
14992|8950|967
74051|6378|565
94607|3239|138
95389|8261|588
94739|8776|169
87541|2888|962
57752|8553|214
32310|3018|950
81745|5203|377
5617|3012|113
96019|1334|645
62534|5757|113
92388|6754|565
76232|4341|113
86346|2500|992
42431|3282|217
34675|2849|950
48547|6434|962
66994|1805|217
52776|9539|992
37704|6539|705
26130|9468|645
34972|6618|786
8752|5478|706
52817|5475|950
66421|1603|169
64807|8776|962
41780|1704|214
8774|4666|921
60551|3910|217
22607|2901|706
47738|9575|967
7062|3239|377
14814|4924|454
90984|8826|169
81757|7561|565
46565|6454|458
70443|8877|169
90611|2002|113
75514|2155|786
97122|3631|217
69212|9092|706
75274|4574|992
14440|1814|706
5424|3966|619
86182|2289|377
57099|5008|217
27542|5368|983
98798|6031|962
23057|4673|169
17794|7931|992
34873|8970|610
7247|2037|565
75036|6878|786
85921|9765|169
8639|7662|921
42292|6059|214
27216|3269|786
3757|7741|610
50166|6948|610
66961|8816|610
26186|1057|935
56785|7029|217
31822|8262|799
17743|7508|992
49734|3631|565
16379|2155|987
42595|7934|217
38823|2391|992
51498|5083|992
43710|8877|992
43325|7916|565
99111|4373|921
30933|4720|935
72028|3971|921
21763|7094|935
61494|6494|214
4089|7084|424
73567|7893|169
24745|8305|113
41884|4320|921
84209|3288|169
8672|2730|799
38605|4322|169
34986|4221|881
80101|2803|962
41595|6151|950
93907|1858|962
59652|1910|983
1767|7964|799
10944|7772|565
17135|4893|987
25271|9719|138
72100|2322|645
74146|6986|120
65715|4385|619
12479|8393|588
23255|6076|921
81908|3372|588
82675|4281|120
17972|4629|610
58459|1188|705
82731|3578|120
54831|2644|610
93016|3112|967
43396|9457|992
54875|1029|242
16997|5263|242
74868|6685|983
66997|6403|138
17185|3571|992
31147|6378|881
14960|9829|424
50888|1433|113
62815|4629|565
50592|4901|950
29820|7508|214
45817|2193|138
45038|9092|706
12035|5918|921
28220|2724|138
82719|9124|962
96679|8585|706
47567|9881|799
34734|1892|565
67300|4773|217
42565|4373|610
90369|1757|967
26293|2417|881
40989|3341|974
82808|4893|706
44801|2406|588
45926|6232|881
94609|4020|113
72869|2744|967
70490|7313|983
40583|7989|962
39775|2691|799
47949|2500|974
75598|6486|974
67190|2313|424
32865|7578|992
64578|5397|113
64957|3411|950
13222|7934|786
15568|2037|935
97237|7966|458
38753|2672|120
82932|4424|619
75814|7307|120
52784|9397|214
41064|5478|454
47724|4063|377
93796|4704|138
27847|5320|565
6965|2801|786
97448|1463|967
92567|8764|120
57337|9950|992
65757|3363|424
34464|2468|705
69617|9793|242
17017|3926|565
25056|4574|242
76256|2216|120
82221|4126|706
5021|2558|565
96588|6499|967
78278|1838|967
44035|1757|214
77499|5017|983
47116|7578|120
87486|8897|786
32429|7507|799
80433|7143|992
81502|7084|377
78481|9261|610
54802|8458|242
34949|6045|705
77985|3363|992
87987|2002|935
81551|2849|950
6375|5133|921
63209|8376|113
7339|5757|705
7499|1874|214
64065|6488|217
59805|9679|935
62142|3282|217
66331|9605|881
19869|3012|619
55427|9214|169
49999|6994|169
49357|4422|120
5865|1372|987
64207|5485|619
18023|6784|217
47071|6809|921
61673|8812|610
33795|8874|565
45412|5602|992
58949|1661|454
35695|9749|992
6107|8252|120
66554|1805|706
43905|4666|138
90420|4555|619
28892|1874|120
94754|4035|242
71607|1022|377
55045|7463|967
73973|9870|458
7781|8663|983
13276|4404|169
10938|2193|706
25623|4020|881
65841|4981|217
93733|8127|935
75632|9327|705
76876|8742|786
28542|1417|786
28332|4773|987
25604|4385|454
39918|3509|706
49857|8970|120
74480|2602|987
92544|8483|565
58407|5924|645
58391|8995|113
35267|8072|565
87161|2173|169
39845|4328|921
64449|6169|645
14025|1819|962
28774|6916|799
26659|3910|983
48394|7782|214
54781|7708|242
67293|3392|138
16847|7265|424
26477|9166|645
54812|5235|610
95179|6924|786
33739|7265|214
36666|7794|377
75662|3269|706
17730|9425|967
42886|7782|217
53259|6015|962
11911|1334|454
37388|9092|588
91201|8031|992
11732|3482|967
68824|7148|921
5490|2190|619
80152|4221|619
96882|8331|454
64120|3277|138
17380|7705|217
12409|4063|799
98391|7202|113
73396|4720|138
28001|5114|967
4780|8031|987
36520|4155|217
79920|4895|138
41809|1892|169
40393|4415|424
53285|3521|619
16489|2488|113
23628|4783|983
80840|1662|138
35107|9327|588
42175|2903|454
3047|2672|950
7319|4783|214
48128|5017|962
12873|1022|983
89510|7702|799
5999|8526|113
52980|6566|974
33820|1774|962
92280|7133|974
35845|5041|120
90461|6704|786
11358|5863|974
50010|7217|242
60233|5083|987
72908|1704|706
39333|3571|169
93772|8212|974
36823|4543|217
35655|8393|138
70500|3787|974
85313|1022|217
21023|7809|242
14061|9261|169
54619|7267|786
27528|4336|113
90213|1466|610
83985|4812|786
45160|6403|950
24204|9327|217
21820|1761|169
79527|3739|881
64987|7700|987
69323|5613|120
58298|7463|881
34435|3392|217
77751|2971|138
84516|9077|950
86996|2468|588
28854|4320|610
64792|6434|424
92099|7920|565
11702|9806|881
50606|1499|881
38244|1780|610
62623|2626|217
6199|4661|983
15067|1566|565
2063|7254|962
54269|7001|424
43414|9261|950
35513|5337|138
70567|8742|935
21174|3631|217
82770|9593|138
99813|7011|120
72007|6546|242
38040|3423|962
75177|1128|992
62071|4415|983
9436|4281|565
47786|4988|588
20297|2216|799
12522|5567|113
55697|5209|169
10732|7036|565
13362|7327|619
70764|7116|610
45942|2843|169
32365|6581|377
40801|7516|217
87587|6883|120
32236|7847|138
43759|2093|120
23808|4740|454
57893|9397|217
70255|3969|645
59196|3286|610
11192|4221|113
13328|1603|706
67792|1417|992
55380|6059|458
98190|2843|242
30504|7116|242
42533|5567|619
30036|3482|619
88232|9179|242
77137|7559|242
84757|8261|214
71921|8745|705
51653|5698|610
62621|1417|786
5375|1334|921
19237|3739|921
78018|9806|610
32406|5200|786
44990|5263|217
67767|4700|120
28224|9719|217
46615|5613|935
4275|6644|645
58824|1925|950
58922|8992|983
13876|6924|992
85011|4230|214
57606|4629|242
10800|6809|138
5199|1116|588
74920|4320|799
18228|1892|705
28970|3571|565
72326|8483|645
96189|6059|962
92257|4340|987
80219|7405|458
82445|8483|705
31765|8378|705
40826|4063|458
62412|4020|950
26005|8897|610
26878|8262|242
66979|7809|120
58634|4895|214
92840|4901|120
38538|3234|881
17238|8745|705
60167|2416|992
27659|1604|242
69070|4829|458
77414|5475|619
14729|2125|950
23369|8212|950
55440|6704|935
76994|9392|619
45729|9765|935
26197|3112|983
18801|6910|619
85462|2799|992
61132|8100|705
31991|4404|983
73152|6948|214
72947|1805|799
89934|8613|974
69811|6539|610
70138|5567|169
95335|6644|619
14137|2801|242
23951|8874|217
9435|4281|705
32815|7405|113
42754|5929|377
40053|2216|120
83223|3542|217
83713|7261|169
53072|5750|113
18808|7133|786
67751|4061|983
22083|3269|967
65452|3482|799
47170|6276|786
62664|1875|935
90427|2744|242
29802|3542|799
37867|8496|799
65677|3177|921
17229|3521|962
95917|9174|619
79074|4543|983
43141|6824|706
22322|4783|424
17121|9593|705
84382|5438|921
9643|8826|935
93823|1278|950
83852|3812|619
1081|2903|113
91701|2644|424
5403|2626|881
7910|6494|967
56587|7355|377
67928|9206|706
94048|2522|935
74323|9834|217
99561|6784|217
83414|4416|705
8847|3018|881
99548|9586|881
29304|2516|799
36214|2047|987
91801|2468|588
84081|4373|217
93436|2455|138
56600|4320|120
37559|9982|974
56050|7321|610
10221|9408|138
19342|3561|214
11886|2222|645
80291|6994|588
21935|4281|377
50939|2002|454
77038|8376|217
84523|3670|242
91570|9586|454
72452|2121|242
7026|5289|242
49720|6487|377
60606|6494|987
40897|6948|786
86184|6750|242
45353|6581|706
44243|4422|881
98733|2455|935
16135|3012|377
87588|6459|113
93614|9539|169
67686|8304|377
28292|7513|921
49366|8585|214
78725|8100|983
40200|4385|242
77714|3308|454
25104|6459|138
38711|2724|705
83053|9543|935
57438|9614|962
8425|7083|974
7750|1918|588
99291|8613|588
3368|4773|113
42569|4981|565
44635|1065|987
93091|2070|950
56155|7186|935
39208|5702|377
72297|4700|120
51755|3279|645
58506|8072|565
49423|8261|619
25495|6232|377
99970|8644|169
19091|7190|983
28294|2612|935
19364|2516|619
78889|8970|881
87256|6474|935
35728|7480|921
87480|7916|169
61255|5115|921
85750|2620|645
85721|3625|992
29164|5263|120
80810|8663|983
99175|5475|962
3416|7095|113
77954|1278|242
29599|2289|120
38751|4789|921
30052|3288|169
30223|3812|113
28501|3490|113
8241|4385|242
61827|2724|454
85354|8801|113
87770|4328|962
90076|3269|424
44028|5619|950
81779|8393|138
36183|3739|458
89758|2421|169
94943|8874|992
71164|6362|242
74816|3571|169
60171|3509|138
72293|3363|565
86722|8828|169
30750|6644|565
36881|2644|799
72064|1372|619
86174|1364|799
81117|5567|619
52281|1109|974
7574|4893|217
40800|4230|242
37445|9355|120
48519|8826|992
78269|4789|992
39502|6948|377
11566|3670|799
99888|1306|169
53607|5077|217
23460|7794|377
34616|2004|424
75311|8553|120
47034|3631|645
73138|8828|424
38566|2239|799
72331|6360|962
38125|8000|217
63771|4670|992
57888|1925|377
33465|5028|377
88672|8644|706
10030|8826|983
66834|3787|786
72158|4212|992
80103|7133|120
27550|9504|565
9916|5560|138
13375|7966|786
19043|4343|983
3554|7893|217
72482|6045|799
98105|4126|610
59573|5602|217
55307|3261|987
35410|6924|705
86312|1340|120
64846|4230|992
95853|7082|138
28245|4975|217
50594|5017|588
73165|9505|881
71268|8393|962
40641|3699|992
53423|2730|377
48180|5772|645
21594|6604|705
85440|4152|113
78545|7313|138
80107|6948|799
55054|9834|950
58960|9166|950
42950|7538|921
28811|4343|169
73435|6403|214
84678|6889|645
94471|6314|645
99600|6566|565
43389|5586|169
97443|1065|120
50014|5214|120
48501|1291|610
11981|1396|610
27885|6360|619
90969|3561|565
1000|7480|242
16826|8816|786
91839|4981|987
97299|6506|565
60010|8992|242
11063|4444|962
96863|4373|217
50966|8860|610
32880|6986|799
87229|8262|169
46949|9624|424
11261|3067|881
88582|1396|992
13792|7084|565
70916|1364|799
22126|7148|217
99030|7080|974
68061|8169|377
66011|4789|881
36622|7202|120
59549|5186|120
69963|6827|377
98636|2455|967
95689|1072|588
7423|8801|799
87731|2081|610
12113|5028|138
65167|2516|377
66339|8613|242
79092|1838|588
23265|1188|935
8584|4826|645
73938|1273|645
91681|3509|786
72119|7508|588
49668|2691|242
96459|1149|120
59414|6360|242
25753|2070|424
46711|4573|992
68976|6906|610
76561|4322|799
74851|7082|786
90884|3286|377
63003|6784|217
37024|4295|169
6919|4666|588
65334|5602|138
15439|6276|565
43637|5929|786
99728|9219|881
1641|8127|983
75492|6362|217
61733|2516|962
29388|1072|786
65612|6378|113
8722|7313|113
97545|4424|950
58234|4152|619
88985|5689|610
88713|5186|610
89354|4826|619
54601|7554|983
55574|5529|377
9306|7731|424
23413|8102|242
43440|4020|921
53153|4575|950
2658|4773|706
93799|8631|921
45273|8553|962
54180|3910|619
59979|7908|921
61526|4975|992
34980|1774|217
43289|6474|214
75250|8506|983
97737|4829|113
49594|6618|169
18849|2313|786
9424|2081|786
16809|9141|992
65099|7559|217
7079|5028|610
77132|7931|377
30997|4294|169
56639|7217|610
62780|6685|169
46965|7148|962
90781|8102|113
9565|9392|217
64679|3969|120
47476|8483|169
70508|1272|242
14701|5924|967
62009|6043|217
10902|1370|974
77467|6271|799
65563|6986|974
32522|6581|983
65440|2644|214
30119|6089|120
1947|6486|214
95808|8212|169
10509|5929|645
95871|4221|169
6773|2391|786
28559|6785|645
69300|5757|377
31478|3509|992
50998|8102|992
70158|8102|950
3763|4422|619
80243|7217|610
30026|7798|992
55166|2516|120
13302|8336|962
40861|5115|967
10161|8336|113
66063|1678|950
25950|5041|169
70035|8576|799
16068|7916|458
81261|9166|987
32612|3926|610
4185|7516|645
5884|5948|138
15175|8644|962
21974|5478|169
76777|8496|113
82704|3625|610
3467|5015|786
51455|3537|169
16272|5924|987
41386|6494|113
73113|3013|950
35079|8874|169
49254|9719|950
94580|4829|242
71357|9105|169
78413|7390|217
57390|4032|377
46174|6463|424
16219|2773|619
42229|5133|921
95776|7355|169
30855|5235|987
4461|1203|138
98041|8072|992
32089|7989|799
40115|4212|610
21857|7708|983
67031|8331|454
7603|5133|113
73184|1691|169
93312|5438|983
24167|4152|242
51980|3411|799
74373|3234|705
68123|3625|992
40286|6076|217
42034|5008|967
24822|4720|950
28273|5929|950
92773|1022|921
42141|5008|992
67972|5438|242
74764|6463|424
50135|2891|962
82540|6878|799
86524|9679|645
22675|5209|705
64973|2672|992
99075|7964|799
21966|8376|242
39922|4143|424
63515|8072|619
62632|2147|987
37119|1780|588
19659|3151|950
6183|5955|950
27859|9285|935
17184|6466|242
40611|6910|424
85929|6378|799
25851|7893|921
11558|8336|169
70205|2533|424
83964|5077|992
36396|9719|619
91446|1875|565
30232|1396|992
2025|3699|962
22535|6488|967
41021|9504|242
77331|5017|565
95923|1678|138
58477|6994|983
27951|6459|967
15729|7084|921
51616|8663|921
55407|8331|705
12283|7116|619
5897|4629|706
72524|4063|113
91918|1566|706
35271|7741|962
13802|4126|786
89143|6362|983
75061|8515|138
14567|2037|138
38097|8393|705
92161|5698|377
